id,type,latitude,longitude,date,killedOrWounded,title,description,sources,imageUrl,imageCaption,videoUrl,videoCaption
118,incident,31.285,34.265,2025-04-01,4,4 wounded,"Israeli airstrike hit a World Central Kitchen soup kitchen in Gaza City, injuring at least two WCK staffers and people waiting for food. At the same time, another airstrike hit a home next to a WCK site in Deir al-Balah, killing three; the same site was hit again on 2 April. It's unclear if the latter strikes were related. ","<a href=""https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/%D9%82%D8%B5%D9%81-%D8%B9%D9%84%D9%89-%D9%88%D8%B3%D8%B7-%D9%88%D8%B4%D9%85%D8%A7%D9%84-%D8%BA%D8%B2%D8%A9-%D9%88%D8%B3%D8%B7-%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1%D8%A7%D8%AA-%D9%85%D9%86-%D8%AA%D9%81%D8%B4%D9%8A-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D8%B9%D8%A9"" target=""_blank"">Al Ghad</a><br><a href=""https://snd.ps/post/136156/%D8%BA%D8%B2%D8%A9-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D9%88%D8%A7%D8%B5%D9%84-%D8%A7%D8%B3%D8%AA%D8%A6%D9%86%D8%A7%D9%81-%D8%A7%D9%84%D8%A5%D8%A8%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D9%8A%D8%A9-%D9%84%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84-15-%D8%AA%D9%88%D8%A7"" target=""_blank"">Sanad</a><br><a href=""https://t.me/asmailpress/238470"" target=""_blank"">https://t.me/asmailpress/238470</a><br><a href=""https://t.me/hamza20300/336285"" target=""_blank"">https://t.me/hamza20300/336285</a>",,,,
120,incident,31.32,34.27,2025-04-05,3,3 killed,"Israeli drone strike hit a soup kitchen in al-Mawasi. Israeli authorities had previously described the area as a ""safe zone"" or ""humanitarian zone"", but removed that designation after the end of the ceasefire in March 2025. ","<a href=""https://www.ochaopt.org/content/humanitarian-situation-update-278-gaza-strip"" target=""_blank"">OCHA</a><br><a href=""https://pchrgaza.org/israel-perpetuates-its-starvation-policy-targeting-field-kitchens-and-gatherings-of-civilians-desperately-lining-up-for-simple-meals-in-gaza/"" target=""_blank"">PCHR</a><br><a href=""https://www.aljazeera.net/news/2025/4/5/29%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D8%A8%D8%BA%D8%B2%D8%A9-%D9%88%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%A8%D8%AF%D8%A3-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%85%D9%86"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.youtube.com/watch?v=hBlSbnnTITM&embeds_referring_euri=https%3A%2F%2Fwww.aljazeera.net%2F&source_ve_path=MjM4NTE"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/hamza20300/337436"" target=""_blank"">https://t.me/hamza20300/337436</a><br><a href=""https://t.me/WAFAgency/50211"" target=""_blank"">Wafa</a><br><a href=""https://snd.ps/post/136388/%D8%AA%D9%83%D9%8A%D8%A9-%D8%B6%D9%85%D9%86-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81%D8%A7%D8%AA-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D9%85%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D8%A5%D8%AB%D8%B1-%D9%82%D8%B5%D9%81-%D9%85%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Sanad</a>",,,,
121,incident,31.32,34.27,2025-04-07,35,"10 killed, 25 wounded","Israeli drone strike hit a soup kitchen in al-Mawasi, leaving at least 35 casualties including two children. Early sources report seven killed, but later sources note that three more died in hospital on 8 April.","<a href=""https://www.ochaopt.org/content/humanitarian-situation-update-278-gaza-strip"" target=""_blank"">OCHA</a><br><a href=""https://pchrgaza.org/israel-perpetuates-its-starvation-policy-targeting-field-kitchens-and-gatherings-of-civilians-desperately-lining-up-for-simple-meals-in-gaza/"" target=""_blank"">PCHR</a><br><a href=""https://t.me/AjaNews/366098"" target=""_blank"">Al Jazeera</a>",,,,
122,incident,31.33,34.295,2025-04-13,1,1 wounded,"After an Israeli miltiary warning, two strikes hit Bani Suhaila; one destroyed an UNRWA-run flour distribution point and a reported 70 to 100 tents housing displaced people.","<a href=""https://news.un.org/en/story/2025/04/1162231"" target=""_blank"">UN</a><br><a href=""https://www.aljazeera.com/program/newsfeed/2025/4/14/israeli-forces-attack-un-run-aid-centre-in-south-gaza"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/QudsN/554085"" target=""_blank"">Quds</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
123,incident,31.315,34.285,2025-04-13,3,"2 killed, 1 wounded","Israeli strike hit a bakery, killing a couple and wounding their young daughter.  ","<a href=""https://t.me/QudsN/554057"" target=""_blank"">Quds</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://t.me/hamza20300/339450"" target=""_blank"">https://t.me/hamza20300/339450</a><br><a href=""https://t.me/safaps/292740"" target=""_blank"">https://t.me/safaps/292740</a>",,,,
124,incident,31.452,34.398,2025-04-16,1,1 killed,"Israeli drone strike hit a soup kitchen, killing a cook.","
<a href=""https://youtu.be/cy3pVG3WgL0?t=31"" target=""_blank"">Al Kofiya TV</a><br><a href=""https://t.me/hamza20300/340016"" target=""_blank"">https://t.me/hamza20300/340016</a><br><a href=""https://t.me/gaza197/23222"" target=""_blank"">https://t.me/gaza197/23222</a><br><a href=""https://t.me/osama1984osama/101711"" target=""_blank"">https://t.me/osama1984osama/101711</a>",,,,
126,incident,31.42,34.35,2025-04-24,5,"3 killed, 2 wounded","Israeli drone strike hit a soup kitchen, killing three from the same family, including a child. ","<a href=""https://t.me/AjaNews/373084"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.wafa.ps/Pages/Details/119776"" target=""_blank"">Wafa</a><br><a href=""https://t.me/osama1984osama/103112"" target=""_blank"">https://t.me/osama1984osama/103112</a><br><a href=""https://t.me/asmailpress/243306"" target=""_blank"">https://t.me/asmailpress/243306</a>",,,,
127,event,,,2025-04-25,,WFP runs out of food,The World Food Programme announces that it has run out of food stocks in Gaza. All 25 WFP-supported bakeries had already shut down at the end of March because wheat flour and fuel ran out due to the total Israeli siege.,"<a href=""https://www.wfp.org/news/wfp-runs-out-food-stocks-gaza-border-crossings-remain-closed"" target=""_blank"">WFP</a>
",https://assets.thenewhumanitarian.org/s3fs-public/styles/responsive_large_2x/public/2025-09/008GazaDataIMG.jpg.webp?itok=hd_bAt_e,Mahmoud Issa/Reuters,,
128,incident,31.32,34.29,2025-04-28,4,4 wounded,"Israeli drone strike hit civilians carrying flour back to a shelter, injuring four including one child. ","<a href=""https://www.youtube.com/watch?v=_5szY9rH08A"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/QudsN/560583"" target=""_blank"">Quds</a><br><a href=""https://x.com/QudsNen/status/1916951040789795294"" target=""_blank"">Quds</a><br><a href=""https://t.me/madinat_khanyuns/8141"" target=""_blank"">https://t.me/madinat_khanyuns/8141</a><br><a href=""https://t.me/mohnadQ/55161"" target=""_blank"">https://t.me/mohnadQ/55161</a>",,,,
129,incident,31.325,34.3,2025-05-01,8,"2 killed, 6 wounded","Israeli drone strike hit a soup kitchen, killing at least one child. Most other casualties were children. Some sources say one killed, but others name two people who died. We recorded two killed. ","<a href=""https://youtu.be/oP6EuodYHsg?t=59"" target=""_blank"">Al Ghad</a><br><a href=""https://nabd.com/s/154372797-815ebd/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D9%85%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%B9%D9%84%D9%89-%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%A8%D9%84%D8%AD-%D9%88%D8%A8%D9%8A%D8%AA-%D8%AD%D8%A7%D9%86%D9%88%D9%86"" target=""_blank"">Nabd</a><br><a href=""https://t.me/hamza20300/342770"" target=""_blank"">https://t.me/hamza20300/342770</a><br><a href=""https://t.me/hamza20300/342765"" target=""_blank"">https://t.me/hamza20300/342765</a><br><a href=""https://t.me/hamza20300/342804"" target=""_blank"">https://t.me/hamza20300/342804</a><br><a href=""https://t.me/AjaNews/376012"" target=""_blank"">Al Jazeera</a>",,,,
130,incident,31.515,34.442,2025-05-02,8,"6 killed, 2 wounded",Israeli drone strike hit a soup kitchen. Sources don't specify the number wounded. We recorded two.,"<a href=""https://x.com/qudsn/status/1918315457934967076"" target=""_blank"">Quds</a><br><a href=""https://t.me/muthanapress84/231459"" target=""_blank"">https://t.me/muthanapress84/231459</a><br><a href=""https://alresalah.ps/post/302875/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-6-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%84%D8%AA%D9%83%D9%8A%D8%A9-%D8%AE%D9%8A%D8%B1%D9%8A%D8%A9-%D8%A8%D8%BA%D8%B2%D8%A9"" target=""_blank"">Al Resalah</a><br><a href=""https://nabd.com/s/154416185-3aab3f/6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%AC%D8%B1%D8%A7%D8%A1-%D9%82%D8%B5%D9%81-%D9%84%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D9%82%D8%B1-%D8%AA%D9%83%D9%8A%D8%A9-%D8%AA%D8%AA%D8%A8%D8%B9-%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9-%D9%82%D9%88%D8%A7%D9%81%D9%84-%D8%A7%D9%84%D8%AE%D9%8A%D8%B1-%D9%88%D8%A7%D9%84%D8%B0%D9%8A-%D8%A3%D8%AF%D9%89-%D9%84%D8%A7%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D9%84%D9%8A%D9%86-%D9%81%D9%8A%D9%87%D8%A7%D8%8C-%D9%88%D9%87%D9%85-%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87-%D8%A7%D9%84%D9%85%D9%82%D9%8A%D8%AF-%D8%A3%D8%AD%D9%85%D8%AF-%D9%82%D8%B2%D8%A7%D8%B9%D8%B1-%D8%AA%D8%A7%D9%85%D8%B1-%D8%AD%D9%85%D8%AF%D8%A7%D9%86-%D8%B1%D8%B2%D9%82-%D8%A7%D9%84%D9%85%D8%AF%D9%87%D9%88%D9%86-%D8%AD%D8%A7%D8%AA%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A7%D8%AA%D9%8A"" target=""_blank"">Nabd</a><br><a href=""https://t.me/hamza20300/342950"" target=""_blank"">https://t.me/hamza20300/342950</a><br><a href=""https://t.me/osama1984osama/104498"" target=""_blank"">https://t.me/osama1984osama/104498</a>",,,,
131,incident,31.4476556,34.392875,2025-05-04,10,"2 killed, 8 wounded","Israeli drone strike hit a soup kitchen. Neighbourhood Telegram groups and social media sources mention that the target was a soup kitchen, a detail not included in news reports. ","<a href=""https://www.wafa.ps/Pages/Details/120470"" target=""_blank"">Wafa</a><br><a href=""https://www.wafa.ps/Pages/Details/120548"" target=""_blank"">Wafa</a><br><a href=""https://www.aa.com.tr/ar/%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/%D9%85%D9%82%D8%AA%D9%84-23-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D9%8B%D8%A7-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D8%AE%D9%8A%D8%A7%D9%85-%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D8%A8%D8%BA%D8%B2%D8%A9-/3556602"" target=""_blank"">Anadolu</a><br><a href=""https://t.me/Nuseirat1/105581"" target=""_blank"">https://t.me/Nuseirat1/105581</a><br><a href=""https://t.me/hamza20300/343344"" target=""_blank"">https://t.me/hamza20300/343344</a><br><a href=""https://t.me/gaza197/24953"" target=""_blank"">https://t.me/gaza197/24953</a><br><a href=""https://t.me/Nuseirat1/105592"" target=""_blank"">https://t.me/Nuseirat1/105592</a><br><a href=""https://t.me/gaza197/24955"" target=""_blank"">https://t.me/gaza197/24955</a>",,,,
132,event,,,2025-05-07,,World Central Kitchen runs out of food,"The NGO WCK, a major supplier of food in Gaza, announces that it has run out of supplies to cook meals and bake bread. ","<a href=""https://wck.org/news/gaza-update-5-7"" target=""blank"">WCK</a>",https://assets.thenewhumanitarian.org/s3fs-public/styles/responsive_large_2x/public/2025-09/09GazaDataIMG.jpg.webp?itok=6EsY6-UV,Mahmoud Issa/Reuters,https://www.instagram.com/wckitchen/p/DJXJBe9JkaR/?img_index=1,
134,incident,31.34444,34.30306,2025-05-10,3,"1 killed, 2 wounded",Israeli airstrike hit a soup kitchen in a tent.,"<a href=""https://www.almayadeen.net/latestnews/2025/5/10/%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%AD%D8%AA%D9%84%D8%A9--%D9%85%D8%B1%D8%A7%D8%B3%D9%84-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9--%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D9%85%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D8%AC%D8%B1%D8%A7%D8%A1-%D9%82%D8%B5%D9%81"" target=""_blank"">Al Mayadeen</a><br><a href=""https://www.youtube.com/watch?v=Eo1EOAnPz7w"" target=""_blank"">Al Ghad</a><br><a href=""https://www.aa.com.tr/ar/%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%AA%D9%84-15-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%A3%D8%B3%D8%B1%D8%A9-%D9%83%D8%A7%D9%85%D9%84%D8%A9-%D8%A8%D9%82%D8%B5%D9%81-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9/3562727"" target=""_blank"">Anadolu</a>",,,,
135,incident,31.51627,34.453,2025-05-10,4,"1 killed, 3 wounded",Israeli drone strike hit a soup kitchen on the roof of a home. Several reported wounded. We recorded three.,"<a href=""https://www.wafa.ps/Pages/Details/120905"" target=""_blank"">Wafa</a><br><a href=""https://www.youtube.com/watch?v=N6smGKDl80Y"" target=""_blank"">Al Hadath</a><br><a href=""https://t.me/hamz0831/235002"" target=""_blank"">https://t.me/hamz0831/235002</a><br><a href=""https://t.me/muthanapress84/232147"" target=""_blank"">https://t.me/muthanapress84/232147</a><br><a href=""https://t.me/safaps/299014"" target=""_blank"">https://t.me/safaps/299014</a><br><a href=""https://t.me/hamz0831/235004"" target=""_blank"">https://t.me/hamz0831/235004</a><br><a href=""https://t.me/hamza20300/344772"" target=""_blank"">https://t.me/hamza20300/344772</a>

",,,,
136,incident,31.5011,34.4683,2025-05-15,2,2 killed,Bomb dropped from Israeli quadcopter drone killed two carrying bags of flour. ,"<a href=""https://t.me/muhamadalsharif/435786"" target=""_blank"">https://t.me/muhamadalsharif/435786</a><br><a href=""https://t.me/nusaairat1/59067"" target=""_blank"">https://t.me/nusaairat1/59067</a><br><a href=""https://t.me/hamza20300/346526"" target=""_blank"">https://t.me/hamza20300/346526</a><br><a href=""https://t.me/hamza20300/346547"" target=""_blank"">https://t.me/hamza20300/346547</a>",,,,
137,event,,,2025-05-19,,Israel allows limited aid supplies to enter Gaza,"For the first time since 2 March, Israel agrees to allow some aid to enter Gaza. The number of trucks is limited, and the aid is only allowed into the south. In the following days, a handful of bakeries temporarily begin operating again, but many aid trucks are looted by desperate people. ","<a href=""https://news.un.org/en/story/2025/05/1163516"" target=""blank"">OCHA</a>",,,,
138,incident,31.505235,34.461827,2025-05-21,70,"10 killed, 60 wounded","Israeli airstrike or drone strike hit a bakery. Sources vary on the number of wounded, but reliable sources and video evidence suggest at least 60 wounded. We recorded 10 killed and 60 wounded.","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-292-gaza-strip-enarhe"" target=""_blank"">OCHA</a><br><a href=""https://www.youtube.com/watch?v=ksdp5DfzUes"" target=""_blank"">Al Ghad</a><br><a href=""https://x.com/qudsn/status/1925117513446121932"" target=""_blank"">Quds</a><br><a href=""https://www.almayadeen.net/news/politics/%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-60-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%81%D9%8A-%D8%B9%D8%AF%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%B9%D9%84%D9%89-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9-%D9%85%D9%86%D8%B0-%D8%A7%D9%84%D9%81%D8%AC%D8%B1"" target=""_blank"">Al Mayadeen</a>",,,,
139,incident,31.34444,34.30306,2025-05-21,2,2 killed,"One of three Israeli strikes within 10 minutes in Khan Younis hit a bakery, killing two. ","<a href=""https://www.aa.com.tr/ar/%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/%D8%BA%D8%B2%D8%A9-%D8%AA%D8%A8%D8%A7%D8%AF-%D8%AC%D9%8A%D8%B4-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D9%8A%D9%82%D8%AA%D9%84-75-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D9%81%D9%8A-%D9%85%D8%AC%D8%A7%D8%B2%D8%B1-%D8%A8%D8%A3%D9%86%D8%AD%D8%A7%D8%A1-%D8%A7%D9%84%D9%82%D8%B7%D8%A7%D8%B9/3575165"" target=""_blank"">Anadolu</a><br><a href=""https://safa.ps/post/386215/%D8%AA%D8%B7%D9%88%D8%B1%D8%A7%D8%AA-%D8%B7%D9%88%D9%81%D8%A7%D9%86-%D8%A7%D9%84%D8%A3%D9%82%D8%B5%D9%89-%D9%88%D8%A7%D9%84%D8%B9%D8%AF%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-21-%D9%85%D8%A7%D9%8A%D9%88"" target=""_blank"">Safa</a><br><a href=""https://t.me/Qudsn_Brk/91797"" target=""_blank"">Quds</a><br><a href=""https://t.me/Qudsn_Brk/91800"" target=""_blank"">Quds</a><br><a href=""https://t.me/asmailpress/250629"" target=""_blank"">https://t.me/asmailpress/250629</a>",,,,
143,incident,31.415,34.35,2025-05-22,15,"10 killed, 5 wounded","A series of Israeli airstrikes targeting civilian aid committee members escorting an aid convoy killed volunteers and bystanders. Sources report 10 killed and a large number wounded. We recorded five wounded. 
","<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://archive.is/20250523130029/https://www.reuters.com/world/middle-east/israeli-strikes-kill-palestinians-protecting-gaza-aid-trucks-hamas-says-2025-05-23/"" target=""_blank"">Reuters</a><br><a href=""https://www.youtube.com/watch?v=kQQfVzYdrMY"" target=""_blank"">Alaraby</a><br><a href=""https://www.aljazeera.net/news/2025/5/23/%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D8%BA%D8%B2%D8%A9-%D9%88%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D8%B3%D8%AA%D9%87%D8%AF%D9%81"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/%D9%85%D8%AC%D8%A7%D8%B2%D8%B1-%D9%85%D8%AA%D9%88%D8%A7%D8%B5%D9%84%D8%A9-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D9%82%D8%B5%D9%81-%D9%81%D8%B1%D9%82-%D8%AA%D8%A3%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%A8%D9%84%D8%AD"" target=""_blank"">Al Ghad</a><br><a href=""https://qudsn.co/post/210544/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%AD%D9%85%D9%8A-%D8%A7%D9%84%D9%84%D8%B5%D9%88%D8%B5-%D9%88%D8%AD%D9%85%D8%A7%D8%B3-%D8%AA%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%BA%D9%8A%D8%AA%D9%88"" target=""_blank"">Quds</a><br><a href=""https://www.alarabiya.net/arab-and-world/2025/05/23/90-%D9%82%D8%AA%D9%8A%D9%84%D8%A7-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D8%AE%D9%84%D8%A7%D9%84-24-%D8%B3%D8%A7%D8%B9%D8%A9-%D9%88%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A7%D9%84%D9%82%D8%B5%D9%81"" target=""_blank"">Al Arabiya</a><br><a href=""https://www.wafa.ps/Pages/Details/121937"" target=""_blank"">Wafa</a><br><a href=""https://x.com/QudsNen/status/1925831650170085722"" target=""_blank"">Quds</a><br><a href=""https://t.me/muhamadalsharif/437087"" target=""_blank"">https://t.me/muhamadalsharif/437087</a><br><a href=""https://nabd.com/s/155446809-96c9ad/%D8%B9%D8%A7%D8%AC%D9%84-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%AA%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D8%B9%D9%86%D8%A7%D8%B5%D8%B1-%D8%AA%D8%A3%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B5%D9%84%D8%A7%D8%AD-%D8%A7%D9%84%D8%AF%D9%8A%D9%86-%D8%B4%D8%B1%D9%82-%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%A8%D9%84%D8%AD-%D8%AE%D9%84%D8%A7%D9%84-%D8%AA%D8%B5%D8%AF%D9%8A%D9%87%D9%85-%D9%84%D9%84%D8%B5%D9%88%D8%B5-%D8%AD%D8%A7%D9%88%D9%84%D9%88%D8%A7-%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA"" target=""_blank"">Nabd</a>",,,,
145,event,,,2025-05-27,,Gaza Humanitarian Foundation begins operating,"From the beginning, food distribution at GHF sites are marked by chaos and violence. Before it started operating, the UN and numerous international NGOs warned that the GHF's militarised food distribution model was dangerous, likely violated international law, and served Israel's military and political interests. ",,https://assets.thenewhumanitarian.org/s3fs-public/styles/responsive_large_2x/public/2025-05/header-nour-gaza-complicity-00.jpg.webp?itok=2DE_2eu0,Hatem Khaled/Reuters,,
146,incident,31.51,34.46,2025-05-27,2,"1 killed, 1 wounded",Israeli airstrike hit a soup kitchen. ,"<a href=""https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-haiti-ukraine-5"" target=""_blank"">OCHA</a><br><a href=""https://t.me/QudsN/572931"" target=""_blank"">Quds</a><br><a href=""https://www.youtube.com/watch?v=_REudPadWKc"" target=""_blank"">Al Ghad</a>",,,,
147,incident,31.533189,34.4738521,2025-05-29,9,"7 killed, 2 wounded",Israeli airstrike hit people outside a bakery in Gaza City. Sources don't specify the number of wounded. We recorded two. ,"<a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%BA%D8%B2%D8%A9-%D9%85%D9%82%D8%AA%D9%84-62-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D8%A8%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%85%D9%86%D8%B0-%D9%81%D8%AC%D8%B1-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3/3583080"" target=""_blank"">Anadolu</a><br><a href=""https://www.aljazeera.net/news/2025/5/29/64-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%88%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B7%D8%A7%D9%84%D8%A8-%D8%A8%D8%A5%D8%AE%D9%84%D8%A7%D8%A1-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89"" target=""_blank"">Al Jazeera</a><br><a href=""https://x.com/Snd_pal/status/1928002482010984738"" target=""_blank"">Sanad</a><br><a href=""https://www.instagram.com/reel/DKO8Ri7xN4n/"" target=""_blank"">Quds</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
148,incident,31.51,34.46,2025-05-29,,No reported casualties,Israeli airstrike hit an aid warehouse in Gaza City. Casualties unknown. ,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
